,type,abstract,detail,aspect,post_nega,brand
43,assess,Political boycott,"Call to boycott by BDS due to involvement in Israel. [This assessment has not been used in calculation of ratings].
[Source 2012][More on Politics]",Business Ethics, information,Reebok
44,assess,Facing Finance profile,"This company is listed on the Facing Finance website as a company that manufactures weapons or profits from violations of human rights, pollution, corruption, or international law. Follow link for further details.
[Source 2014]",Information,,Reebok
45,assess,Play Fair company profile,"This 2008 report compares eight sportswear companies on their labour rights practices.
[Source 2008]",Information,,Reebok
0,assess,Green Power Partner,"This company is listed on the EPA Green Power Partnership website (USA), as using renewable energy for 115% of its organisation-wide electricity use in the USA.
[Source 2016][More on Climate Change]",Environment, Praise,The North Face
1,assess,Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one red mark, indicating poor performance in one or more of these areas.
[Source 2013][More on Human Rights]",Social, lesser criticism,The North Face
2,assess,Supply chain practices in China,"This company received a score of 27.5/100 (retrieved 13-Oct-2016) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2016][More on Habitats]",Environment, lesser criticism,The North Face
3,assess,Use of toxic chemicals,"Greenpeace is calling on The North Face to stop using toxic chemicals in their products, claiming that the company knowingly releases dangerous chemicals such as PFCs into the environment when they manufacture their products.
[Source 2015][More on Habitats]",Environment, minor criticism,The North Face
4,assess,bluesign member,"The bluesign® Standard sets ""best practices"" for the use of chemicals and resources  including water and energy  in the textile industry. Textile manufacturers who are bluesign system partners agree to establish management systems to improve environmental performance in five key areas of the production process: resource productivity, consumer safety, water emissions, air emissions, and occupational health and safety. They regularly report their progress, are subject to on-site audits, and must meet improvement goals to maintain their status.
[Source 2016][More on Habitats]",Environment, minor praise,The North Face
5,assess,EOCA member,"This company is a member of the European Outdoor Conservation Association, a non-profit charitable organisation which supports conservation work by raising funds from within the European Outdoor sector and promoting care and respect for wild places.
[Source 2017][More on Multi-Stakeholder Initiatives]",Environment, minor praise,The North Face
6,assess,Cruelty free down commitment,"This company has committed to stop using down from geese and ducks who have been subjected to force feeding and live plucking. The outdoor industry uses hundreds of tons of down that come from millions of geese and ducks. Much of this comes from Hungary and China, where force feeding and live plucking of geese and ducks is permitted.
[Source 2016][More on Animal Rights]",Animals, minor praise,The North Face
7,assess,Use of  RDS-certified down,"This company has committed to making products with RDS-certified down. The Responsible Down Standard (RDS) is an independent, voluntary global standard which ensures that down and feathers come from ducks and geese that have been treated well, with no live plucking or force feeding. However the RDS has been criticised by PETA, who claim live plucking still occurs at RDS farms. (http://bit.ly/2cYTtoJ)
[Source 2016][More on Animal Rights]",Animals, minor praise,The North Face
8,assess,Angora ban,"This company has taken angora items off the shelves and promised not to use angora again, following a PETA campaign launched in Dec 2013 which revealed the cruelty inflicted on angora rabbits in Chinese factory farms, where 90% of the world's angora is produced.
[Source 2017][More on Animal Rights]",Animals, minor praise,The North Face
9,assess,Textile Exchange member,"Textile Exchange (formerly known as Organic Exchange) is a US-based non-profit organization which operates internationally and is committed to the responsible expansion of textile sustainability across the global textile value chain, with a special focus on organic cotton.
[Source 2013][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The North Face
10,assess,I:Collect partner,"This company is a partner of I:Collect (aka I:CO), a global collection network to keep discarded clothing and shoes out of landfills. Customers deposit used textiles into recycling dropoff boxes at this company's stores, and I:CO arranges their environmentally-friendly removal, sorting and reuse.
[Source 2014][More on Governance]",Business Ethics, minor praise,The North Face
11,assess,Green Outdoor Gear profile,"Cam Walker from Friends of the Earth Melbourne has created a website which profiles outdoor gear companies and rates them according to a range of sustainability criteria. Follow the link to see this company's profile.
[Source 2011]",Information,,The North Face
12,assess,100% on Corporate Equality Index,"This company is listed as having best practice on a report card on lesbian, gay, bisexual and transgender equality in corporate America.
[Source 2017][More on Workers Rights]",Social, lesser praise ,The North Face
13,assess,B- grade at Behind the Barcode,"B- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Social, lesser praise ,The North Face
14,assess,Conflict minerals rating,"As You Sow's 2017 report, Mining the Disclosures, is a deep analysis of 206 companies' human rights performance in relation to sourcing conflict minerals from the Democratic Republic of the Congo (DRC). This company's score was above 60% (Good).
[Source 2017][More on Human Rights]",Social, lesser praise ,The North Face
15,assess,Workers rights in Bangladesh,"The average worker in the Bangladeshi garment industry is getting paid only one third of what is considered to be a living wage. Low wages and long working hours have been found to play a key role in parents' decisions to take their children out of school and let them work in various jobs.  This company was identified in SOMO's 2017 report 'Branded Childhood' as contributing to this situation.
[Source 2017][More on Workers Rights]",Social, Criticism,The North Face
16,assess,Wage theft in Haiti,"This 2013 report by the Workers Rights Consortium reveals that the majority of Haitian garment workers are being denied nearly a third of the wages they are legally due as a result of the factories' theft of their income. Wages for garment industry workers in Haiti are already among the lowest in the world. This company was named as being complicit in this wage theft.
[Source 2013][More on Workers Rights]",Social, Criticism,The North Face
17,assess,Efforts to pay a living wage,"This company is doing little or nothing to ensure workers are paid enough to live on, according to this 2014 report by the Clean Clothes Campaign which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]",Social, Criticism,The North Face
18,assess,35.8% in Newsweek Green Rankings 2016,"This company received a score of 35.8/100 in the Newsweek Green Rankings 2016, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2016][More on Sustainability Reporting]",Business Ethics, Criticism,The North Face
19,assess,Cotton sourcing (Rank a Brand),"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 3.25/19.5, making it one of the weaker performing companies.
[Source 2016][More on Human Rights]",Social, lesser criticism,The North Face
20,assess,'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Several brands owned by this company received an 'D'.
[Source 2017][More on Sustainability Reporting]",Business Ethics, lesser criticism,The North Face
21,assess,Sandblasting,"This company claims sandblasting doesn't take place in their supply chains, but haven't issued a public ban on the practice. Sandblasting is a dangerous and deadly process which involves workers firing sand at jeans under high pressure. It has been known to kill workers within months as the inhalation of large amounts of silica dust generated during sandblasting causes silicosis, a potentially lethal pulmonary disease.
[Source 2012][More on Workers Rights]",Social, minor criticism,The North Face
22,assess,Sweatshops in El Salvadore,"This 2008 investigative report into a sewing factory in El Salvador reveals how workers are: paid well below living wage, illegally forced to work overtime, fired for attempting to unionise, and cursed at and humiliated. Their customers include North Face (VF Corporation) and Eddie Bauer. (Listed under information due to age of report)
[Source 2008][More on Workers Rights]",Social, minor criticism,The North Face
23,assess,"Sweatshops in Indonesia, Sri Lanka and the Philippines","This 2011 report by the International Textile Garment and Leather Workers' Federation (ITGLWF) examined working conditions in 83 factories in Indonesia, Sri Lanka and the Philippines. Investigations found that widespread violations and abuses of workers' rights continue to be the norm, such as underpaying workers, long hours, forced overtime, and repression of the freedom of association. This company's brands were found to be made in one or more of the 83 factories covered in the research. [Listed under Information due to age of report]
[Source 2011][More on Workers rights]",Social, minor criticism,The North Face
24,assess,Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. Only five companies scored over 50 points, 19 companies scored under 25 points, and two companies scored zero. This company received a score of 25.
[Source 2014][More on Human Rights]",Social, minor criticism,The North Face
25,assess,Climate action commitments,"As listed on the We Mean Business website, this company has committed to the following climate action initiatives: adopt a science-based emissions reduction target; commit to 100% renewable power.
[Source 2017][More on Climate Change]",Environment, minor praise,The North Face
26,assess,Sustainable Apparel Coalition member,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The North Face
27,assess,Better Cotton Initiative member,"This company is a member of the Better Cotton Initiative, a voluntary program which encourages the adoption of better management practices in cotton cultivation to achieve measurable reductions in key environmental impacts, while improving social and economic benefits for cotton farmers, small and large, worldwide.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The North Face
28,assess,Corporate responsibility documents,"This company has a number of corporate responsibility documents on its website including Code of Business Conduct, Environmental Compliance Guidelines, Global Compliance Report, and Factory Audit Procedures. 
[Source 2012][More on Sustainability Reporting]",Business Ethics, minor praise,The North Face
29,assess,Alliance for Bangladesh Worker Safety member,"This company is a member of the Alliance for Bangladesh Worker Safety, a legally binding, five-year commitment to improve safety in Bangladeshi ready-made garment factories. The Alliance aims to improve worker safety in the Bangladesh garment industry by upgrading factories, educating workers and management, empowering workers, and building institutions that can enforce and maintain safe working conditions throughout Bangladesh. However it lacks an important enforcement mechanism included in the Accord on Fire and Building Safety in Bangladesh, and unlike the Accord, the Alliance has not received the endorsement of the ILO.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The North Face
30,assess,GC3 member (Green Chemistry),"This company is a member of the Green Chemistry and Commerce Council (GC3), a business-to-business forum that advances the application of green chemistry and design for environment across supply chains.  It provides an open forum for cross-sectoral collaboration to share information and experiences about the challenges to and opportunities for safer chemicals and products.
[Source 2014][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The North Face
31,assess,Commitment to zero deforestation 3/5,"The Forest 500 identifies, ranks, and tracks the governments, companies and financial institutions worldwide that together could virtually eradicate tropical deforestation. Rankings are based on their public policies and commitments and potential impacts on tropical forests in the context of forest risk commodities (palm oil, soya, beef, leather, timber, and pulp and paper). This company received a score of 3/5.
[Source 2016][More on Forests]",Environment, information,The North Face
32,assess,Supply Chain Compliance,"This 2010 report by As You Sow, ""Toward a Safe, Just Workplace: Apparel Supply Chain Compliance Programs"", provides a scorecard and report focus on company programs such as: factory auditing, remediation, continuous improvement, collaboration, company management accountability, and transparency. This company received a C- rating.
[Source 2010][More on Workers Rights]",Social, information,The North Face
33,assess,SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2013][More on Workers Rights]",Social, information,The North Face
34,assess,43/100 in KnowTheChain Benchmark,"In 2016 KnowTheChain benchmarked 60 large global companies in the ICT, Food & Beverage, and Apparel & Footwear sectors on their efforts to address forced labour and human trafficking in their supply chains. This company received a score of 43/100.
[Source 2016][More on Workers Rights]",Social, information,The North Face
35,assess,Human Rights Benchmark,"The 2017 Corporate Human Rights Benchmark assessed 98 of the largest publicly traded companies in the world from the Agricultural Products, Apparel and Extractives sectors on 100 human rights indicators. This company's score was in the 30-39 band range.  The overall average score was 28.7%.
[Source 2017][More on Human Rights]",Social, information,The North Face
36,assess,Use of nanotechnology,"Stain resistant and wrinkle resistant fabric by Nanotex used in some clothing lines (specifically Lee)
[Source]",Information,,The North Face
37,assess,Facing Finance profile,"This company is listed on the Facing Finance website as a company that manufactures weapons or profits from violations of human rights, pollution, corruption, or international law. Follow link for further details.
[Source 2014]",Information,,The North Face
0,assess,Green Power Partner,"This company is listed on the EPA Green Power Partnership website (USA), as using renewable energy for 38% of its organisation-wide electricity use in the USA.
[Source 2016][More on Climate Change]",Environment, lesser praise ,The Timberland Company
1,assess,Supply chain practices in China,"This company received a score of 27.5/100 (retrieved 13-Oct-2016) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2016][More on Habitats]",Environment, lesser criticism,The Timberland Company
2,assess,Worker exploitation in India,"This 2012 report by two Dutch NGOs (SOMO and ICN) reveals how workers in the South Indian garment and textile industry continue to suffer exploitative working conditions while making garments for Western brands. While some recent improvements have been made, thousands of girls work under recruitment and employment schemes that amount to bonded labour. This company was shown to be sourcing from one or more of the four garment manufacturers investigated. While they did respond to a review request, it is unclear whether they are taking sufficient actions to address the problems.
[Source 2012][More on Workers Rights]",Social, lesser criticism,The Timberland Company
3,assess,Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one red mark, indicating poor performance in one or more of these areas.
[Source 2013][More on Human Rights]",Social, lesser criticism,The Timberland Company
4,assess,'Nice' rating on Direct Mail Industry Scorecard,"'Nice' rating on the 2009 Naughty/Nice List, the Scorecard on the Catalog and Direct Mail Industry by Forest Ethics. [Listed under information due to age of report]
[Source 2009][More on Forests]",Environment, minor praise,The Timberland Company
5,assess,SAI member,"Social Accountability International (SAI) is a non-profit, multi-stakeholder organisation established to advance the human rights of workers by promoting decent work conditions, labor rights, and corporate social responsibility through the voluntary SA8000 Standard.
[Source 2014][More on Multi-Stakeholder Initiatives]",Social, minor praise,The Timberland Company
6,assess,Fur free,"This company has announced that they don't sell animal fur or are phasing in a fur-free policy.
[Source 2014][More on Animal Rights]",Animals, minor praise,The Timberland Company
7,assess,Angora ban,"This company has taken angora items off the shelves and promised not to use angora again, following a PETA campaign launched in Dec 2013 which revealed the cruelty inflicted on angora rabbits in Chinese factory farms, where 90% of the world's angora is produced.
[Source 2017][More on Animal Rights]",Animals, minor praise,The Timberland Company
8,assess,Contract Factory Disclosure List,"This list was given to the International Textile, Garment and Leather Workers Federation during their campaign to force multinational buyers to disclose their suppliers to the public. Since 2005 a steady stream of brands have been releasing details of their supplier factories.
[Source 2010][More on Governance]",Business Ethics, minor praise,The Timberland Company
9,assess,GC3 member (Green Chemistry),"This company is a member of the Green Chemistry and Commerce Council (GC3), a business-to-business forum that advances the application of green chemistry and design for environment across supply chains.  It provides an open forum for cross-sectoral collaboration to share information and experiences about the challenges to and opportunities for safer chemicals and products.
[Source 2014][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The Timberland Company
10,assess,Leather Working Group member,"This company is a member of the Leather Working Group, a multi-stakeholder group who's objective is to develop and maintain a protocol that assesses the compliance and environmental performance of tanners and promotes sustainable and appropriate environmental business practices within the leather industry.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The Timberland Company
11,assess,Sustainable Brands member,"This company is a Gold Member of the Sustainable Brands Network, the leading peer to peer, learning and networking group designed to support brands in meeting their sustainability goals and ultimately become those leaders of the next sustainable economy.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The Timberland Company
12,assess,Responsibility claims,"This company has a number of responsibility claims on its website.
[Source 2016][More on Sustainability Reporting]",Business Ethics, minor praise,The Timberland Company
13,assess,Responsible Shopper profile,"Green America's Responsible Shopper provides details about the corporate responsibility records of well-known companies. Follow the link to see this company's profile. [Last updated 2009]
[Source 2009]",Information,,The Timberland Company
14,assess,Green Outdoor Gear profile,"Cam Walker from Friends of the Earth Melbourne has created a website which profiles outdoor gear companies and rates them according to a range of sustainability criteria. Follow the link to see this company's profile.
[Source 2011]",Information,,The Timberland Company
15,assess,OpenSecrets.org profile,"OpenSecrets.org tracks the influence of money on U.S. politics, and how that money affects policy and citizens' lives. Follow link to see this company's record of political donations, lobbying, outside spending and more.
[Source 2014]",Information,,The Timberland Company
16,assess,100% on Corporate Equality Index,"This company is listed as having best practice on a report card on lesbian, gay, bisexual and transgender equality in corporate America.
[Source 2017][More on Workers Rights]",Social, lesser praise ,The Timberland Company
17,assess,B- grade at Behind the Barcode,"B- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Social, lesser praise ,The Timberland Company
18,assess,Conflict minerals rating,"As You Sow's 2017 report, Mining the Disclosures, is a deep analysis of 206 companies' human rights performance in relation to sourcing conflict minerals from the Democratic Republic of the Congo (DRC). This company's score was above 60% (Good).
[Source 2017][More on Human Rights]",Social, lesser praise ,The Timberland Company
19,assess,Workers rights in Bangladesh,"The average worker in the Bangladeshi garment industry is getting paid only one third of what is considered to be a living wage. Low wages and long working hours have been found to play a key role in parents' decisions to take their children out of school and let them work in various jobs.  This company was identified in SOMO's 2017 report 'Branded Childhood' as contributing to this situation.
[Source 2017][More on Workers Rights]",Social, Criticism,The Timberland Company
20,assess,Wage theft in Haiti,"This 2013 report by the Workers Rights Consortium reveals that the majority of Haitian garment workers are being denied nearly a third of the wages they are legally due as a result of the factories' theft of their income. Wages for garment industry workers in Haiti are already among the lowest in the world. This company was named as being complicit in this wage theft.
[Source 2013][More on Workers Rights]",Social, Criticism,The Timberland Company
21,assess,Efforts to pay a living wage,"This company is doing little or nothing to ensure workers are paid enough to live on, according to this 2014 report by the Clean Clothes Campaign which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]",Social, Criticism,The Timberland Company
22,assess,35.8% in Newsweek Green Rankings 2016,"This company received a score of 35.8/100 in the Newsweek Green Rankings 2016, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2016][More on Sustainability Reporting]",Business Ethics, Criticism,The Timberland Company
23,assess,Cotton sourcing (Rank a Brand),"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 3.25/19.5, making it one of the weaker performing companies.
[Source 2016][More on Human Rights]",Social, lesser criticism,The Timberland Company
24,assess,'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Several brands owned by this company received an 'D'.
[Source 2017][More on Sustainability Reporting]",Business Ethics, lesser criticism,The Timberland Company
25,assess,Sandblasting,"This company claims sandblasting doesn't take place in their supply chains, but haven't issued a public ban on the practice. Sandblasting is a dangerous and deadly process which involves workers firing sand at jeans under high pressure. It has been known to kill workers within months as the inhalation of large amounts of silica dust generated during sandblasting causes silicosis, a potentially lethal pulmonary disease.
[Source 2012][More on Workers Rights]",Social, minor criticism,The Timberland Company
26,assess,Sweatshops in El Salvadore,"This 2008 investigative report into a sewing factory in El Salvador reveals how workers are: paid well below living wage, illegally forced to work overtime, fired for attempting to unionise, and cursed at and humiliated. Their customers include North Face (VF Corporation) and Eddie Bauer. (Listed under information due to age of report)
[Source 2008][More on Workers Rights]",Social, minor criticism,The Timberland Company
27,assess,"Sweatshops in Indonesia, Sri Lanka and the Philippines","This 2011 report by the International Textile Garment and Leather Workers' Federation (ITGLWF) examined working conditions in 83 factories in Indonesia, Sri Lanka and the Philippines. Investigations found that widespread violations and abuses of workers' rights continue to be the norm, such as underpaying workers, long hours, forced overtime, and repression of the freedom of association. This company's brands were found to be made in one or more of the 83 factories covered in the research. [Listed under Information due to age of report]
[Source 2011][More on Workers rights]",Social, minor criticism,The Timberland Company
28,assess,Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. Only five companies scored over 50 points, 19 companies scored under 25 points, and two companies scored zero. This company received a score of 25.
[Source 2014][More on Human Rights]",Social, minor criticism,The Timberland Company
29,assess,Climate action commitments,"As listed on the We Mean Business website, this company has committed to the following climate action initiatives: adopt a science-based emissions reduction target; commit to 100% renewable power.
[Source 2017][More on Climate Change]",Environment, minor praise,The Timberland Company
30,assess,Sustainable Apparel Coalition member,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The Timberland Company
31,assess,Better Cotton Initiative member,"This company is a member of the Better Cotton Initiative, a voluntary program which encourages the adoption of better management practices in cotton cultivation to achieve measurable reductions in key environmental impacts, while improving social and economic benefits for cotton farmers, small and large, worldwide.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The Timberland Company
32,assess,Corporate responsibility documents,"This company has a number of corporate responsibility documents on its website including Code of Business Conduct, Environmental Compliance Guidelines, Global Compliance Report, and Factory Audit Procedures. 
[Source 2012][More on Sustainability Reporting]",Business Ethics, minor praise,The Timberland Company
33,assess,Alliance for Bangladesh Worker Safety member,"This company is a member of the Alliance for Bangladesh Worker Safety, a legally binding, five-year commitment to improve safety in Bangladeshi ready-made garment factories. The Alliance aims to improve worker safety in the Bangladesh garment industry by upgrading factories, educating workers and management, empowering workers, and building institutions that can enforce and maintain safe working conditions throughout Bangladesh. However it lacks an important enforcement mechanism included in the Accord on Fire and Building Safety in Bangladesh, and unlike the Accord, the Alliance has not received the endorsement of the ILO.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,The Timberland Company
34,assess,Commitment to zero deforestation 3/5,"The Forest 500 identifies, ranks, and tracks the governments, companies and financial institutions worldwide that together could virtually eradicate tropical deforestation. Rankings are based on their public policies and commitments and potential impacts on tropical forests in the context of forest risk commodities (palm oil, soya, beef, leather, timber, and pulp and paper). This company received a score of 3/5.
[Source 2016][More on Forests]",Environment, information,The Timberland Company
35,assess,Supply Chain Compliance,"This 2010 report by As You Sow, ""Toward a Safe, Just Workplace: Apparel Supply Chain Compliance Programs"", provides a scorecard and report focus on company programs such as: factory auditing, remediation, continuous improvement, collaboration, company management accountability, and transparency. This company received a C- rating.
[Source 2010][More on Workers Rights]",Social, information,The Timberland Company
36,assess,SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2013][More on Workers Rights]",Social, information,The Timberland Company
37,assess,43/100 in KnowTheChain Benchmark,"In 2016 KnowTheChain benchmarked 60 large global companies in the ICT, Food & Beverage, and Apparel & Footwear sectors on their efforts to address forced labour and human trafficking in their supply chains. This company received a score of 43/100.
[Source 2016][More on Workers Rights]",Social, information,The Timberland Company
38,assess,Human Rights Benchmark,"The 2017 Corporate Human Rights Benchmark assessed 98 of the largest publicly traded companies in the world from the Agricultural Products, Apparel and Extractives sectors on 100 human rights indicators. This company's score was in the 30-39 band range.  The overall average score was 28.7%.
[Source 2017][More on Human Rights]",Social, information,The Timberland Company
39,assess,Use of nanotechnology,"Stain resistant and wrinkle resistant fabric by Nanotex used in some clothing lines (specifically Lee)
[Source]",Information,,The Timberland Company
40,assess,Facing Finance profile,"This company is listed on the Facing Finance website as a company that manufactures weapons or profits from violations of human rights, pollution, corruption, or international law. Follow link for further details.
[Source 2014]",Information,,The Timberland Company
0,assess,Supply chain practices in China,"This company received a score of 9/100 (retrieved 13-Oct-2016) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2016][More on Habitats]",Environment, Criticism,Tommy Hilfiger
1,assess,Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one red mark, indicating poor performance in one or more of these areas.
[Source 2013][More on Human Rights]",Social, lesser criticism,Tommy Hilfiger
2,assess,'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'D'.
[Source 2017][More on Sustainability Reporting]",Business Ethics, lesser criticism,Tommy Hilfiger
3,assess,Fur free,"This company has announced that they don't sell animal fur or are phasing in a fur-free policy.
[Source 2014][More on Animal Rights]",Animals, minor praise,Tommy Hilfiger
4,assess,Sweatshop Hall of Shame 2008,"Tommy Hilfiger was named in the International Labor Rights Forum's ""Sweatshop Hall of Shame 2008"", which highlights apparel and textile companies that use sweatshops in their global production. (listed under information because criticism occurred before current owners bought company)
[Source 2008][More on Workers Rights]",Social, information,Tommy Hilfiger
5,assess,Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. This company was one of only five to score over 50 points. 19 companies scored under 25 points, and two companies scored zero.
[Source 2014][More on Human Rights]",Social, Praise,Tommy Hilfiger
6,assess,Bangladesh Safety Accord signatory,"This company has signed the 'Accord on Fire and Building Safety in Bangladesh', a program endorsed by Bangladeshi and international unions and labor rights organizations. The ground-breaking program includes independent safety inspections with public reports, mandatory factory building renovations, the obligation by brands and retailers to underwrite the cost of repairs, and a vital role for workers and their unions  all in a legally-binding, enforceable agreement.
[Source 2014][More on Workers Rights]",Social, lesser praise ,Tommy Hilfiger
7,assess,FLA Accredited,"When joining the Fair Labor Association (FLA) this company committed to promoting and complying with international labor standards throughout their supply chain. The FLA does not accredit the company itself; rather, they accredit the company's labor compliance program. Being granted accreditation implies that their workplace standards program is substantially in compliance with the FLA Code.
[Source 2016][More on Workers Rights]",Social, lesser praise ,Tommy Hilfiger
8,assess,Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2016][More on Human Rights]",Social, lesser praise ,Tommy Hilfiger
9,assess,57/100 in KnowTheChain Benchmark,"In 2016 KnowTheChain benchmarked 60 large global companies in the ICT, Food & Beverage, and Apparel & Footwear sectors on their efforts to address forced labour and human trafficking in their supply chains. This company received a score of 57/100.
[Source 2016][More on Workers Rights]",Social, lesser praise ,Tommy Hilfiger
10,assess,58/100 in Fashion Transparency Index,"The 2016 Fashion Transparency Index looks at how much brands know about their supply chains, what kind of policies they have in place and importantly, how much information they share with the public about their practices and products. This company scored 58%, signifying it is doing a bit more than the others when it comes to having policies and commitments in place and auditing and reporting activities, but could be doing more.
[Source 2016][More on Sustainability Reporting]",Business Ethics, lesser praise ,Tommy Hilfiger
