abstract,detail,company_name,aspect,post_nega,company_id
About the founders,"This company was founded by Phil Green and Trevor Loewensohn, two of the men behind Babcock & Brown, Australia's biggest corporate failure. This Crikey article reveals details of how Green retained a number of valuable assets and millions in cash, while the company he was running collapsed.
[Source 2014]",Pretty Girl,Information,,143
Code of conduct,"Code of Conduct and Ethics Policy available in Investor Relations section on company website.
[Source 2011][More on Sustainability Reporting]",Pumpkin Patch,Business Ethics, minor praise,144
D grade at Behind the Barcode,"D grade in the Baptist World Aid Australia's Behind the Barcode 'Australian Fashion Report 2016', which grades companies on their efforts to mitigate the risks of forced labour, child labour and worker exploitation throughout their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment. [Listed under information as ownership has changed since report was published]
[Source 2016][More on Workers Rights]",Pumpkin Patch,Social, information,144
Misleading conduct,"In Dec 2013 Federal Court ordered this company to pay penalties of $1 million for making false or misleading representations to both businesses and consumers.
[Source 2013][More on Irresponsible Marketing]",Pumpkin Patch,Social, lesser criticism,144
Ethical Fashion Forum listing,"This company is listed on the Ethical Fashion Forum (EFF) website and included in their Fellowship 500. All businesses listed in the Fashion Brands category (such as this one) have had their ethical credentials reviewed  against EFF's Ethical Mandate, which looks at minimum labour standards, sustainable livelihoods, environmental standards, progressive practices, transparency and quality standards.
[Source 2012][More on Governance]",Pure Pod,Business Ethics, Praise,145
Joint Venture between two companies with criticisms,"PVH Brands Australia is a joint venture between Gazal and PVH, one of the world's largest apparel companies. Both of these companies have criticisms in our database.
[More on Governance]",PVH Brands,Business Ethics, lesser criticism,146
Australian Packaging Covenant signatory,"Signatory to the Australian Packaging Covenant, a voluntary agreement to encourage waste minimisation.
[Source 2017][More on Packaging]",PVH Brands,Environment, lesser praise ,146
D- grade at Behind the Barcode,"D- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",PVH Brands,Social, lesser criticism,146
No Human rights policy,"GAZAL is mentioned in the 'Workplace human rights Reporting: A study of Australian garment and retail companies' paper as having no policies or inadequate policies regarding human rights areas such as 'forced or compulsory labour', 'freedom of association', and 'child labor'. Information gathered was from annual reports, CSR reports, and the corporate website, for the 2009/2010 year. 
[Source 2012][More on Human Rights]",PVH Brands,Social, minor criticism,146
Policies on Fair wage and decent living,"Gazal is mentioned in the 'Workplace human rights Reporting: a study of Australian garment and retail companies' paper as having policies on 'Fair wage and decent living' - stating that they were paying their employees in accordance with local and national wage awards and statutes. Information gathered was from annual reports, CSR reports, and the corporate website, for the 2009/2010 year. Policy in there areas are particularly important in the clothing and electronics industries (though policy does not imply compliance).
[Source 2012][More on Human Rights]",PVH Brands,Social, minor praise,146
Corporate governance policies,"This company has a number of publicly available corporate governance documents on its website including a human rights policy.
[Source 2012][More on Sustainability Reporting]",PVH Brands,Business Ethics, minor praise,146
Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. This company was one of only five to score over 50 points. 19 companies scored under 25 points, and two companies scored zero.
[Source 2014][More on Human Rights]",PVH Brands,Social, Praise,146
Bangladesh Safety Accord signatory,"This company has signed the 'Accord on Fire and Building Safety in Bangladesh', a program endorsed by Bangladeshi and international unions and labor rights organizations. The ground-breaking program includes independent safety inspections with public reports, mandatory factory building renovations, the obligation by brands and retailers to underwrite the cost of repairs, and a vital role for workers and their unions  all in a legally-binding, enforceable agreement.
[Source 2014][More on Workers Rights]",PVH Brands,Social, lesser praise ,146
FLA Accredited,"When joining the Fair Labor Association (FLA) this company committed to promoting and complying with international labor standards throughout their supply chain. The FLA does not accredit the company itself; rather, they accredit the company's labor compliance program. Being granted accreditation implies that their workplace standards program is substantially in compliance with the FLA Code.
[Source 2016][More on Workers Rights]",PVH Brands,Social, lesser praise ,146
Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2016][More on Human Rights]",PVH Brands,Social, lesser praise ,146
57/100 in KnowTheChain Benchmark,"In 2016 KnowTheChain benchmarked 60 large global companies in the ICT, Food & Beverage, and Apparel & Footwear sectors on their efforts to address forced labour and human trafficking in their supply chains. This company received a score of 57/100.
[Source 2016][More on Workers Rights]",PVH Brands,Social, lesser praise ,146
58/100 in Fashion Transparency Index,"The 2016 Fashion Transparency Index looks at how much brands know about their supply chains, what kind of policies they have in place and importantly, how much information they share with the public about their practices and products. This company scored 58%, signifying it is doing a bit more than the others when it comes to having policies and commitments in place and auditing and reporting activities, but could be doing more.
[Source 2016][More on Sustainability Reporting]",PVH Brands,Business Ethics, lesser praise ,146
Worker exploitation in India,"This 2012 report by two Dutch NGOs (SOMO and ICN) reveals how workers in the South Indian garment and textile industry continue to suffer exploitative working conditions while making garments for Western brands. While some recent improvements have been made, thousands of girls work under recruitment and employment schemes that amount to bonded labour. This company was shown to be sourcing from one or more of the four garment manufacturers investigated, and failed to respond to a review request.
[Source 2012][More on Workers Rights]",PVH Brands,Social, Criticism,146
Sweatshops in Bangladesh,"This 2011 report reveals young women sewing US$26.95 toddler denim shorts for GAP earn just 20 to 28 cents an hour, working 12 to 14 hour shifts, with only one day off per month. J.C.Penney and Phillips-Van Heusen are other major labels sewn at the Hameen Factory in Bangladesh. Twenty-nine workers died in a fire in this factory in Dec 2010. Management gave just $2,083.33 in compensation to the families of the dead workers.
[Source 2011][More on Workers Rights]",PVH Brands,Social, Criticism,146
38.0% in Newsweek Green Ranking 2017,"This company received a score of 38/100 in the Newsweek Green Ranking 2017, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2017][More on Sustainability Reporting]",PVH Brands,Business Ethics, Criticism,146
Cotton sourcing (Rank a Brand),"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 1.75/19.5, making it one of the weaker performing companies.
[Source 2016][More on Human Rights]",PVH Brands,Social, lesser criticism,146
Workers rights in India,"This 2016 investigative report by the India Committee of the Netherlands (ICN) reveals how migrant garment workers in Bangalore, South India endure appalling living conditions, low wages and restricted freedom of movement. This company pledged to take serious action after being named in the report as sourcing from Bangalore.
[Source 2016][More on Workers rights]",PVH Brands,Social, lesser criticism,146
'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'D'.
[Source 2017][More on Sustainability Reporting]",PVH Brands,Business Ethics, lesser criticism,146
No Detox commitment,"Greenpeace launched their Detox Campaign in 2011 to expose the direct links between global clothing brands, their suppliers and toxic water pollution around the world. As a result, many companies have joined Greenpeace's Detox Program, which requires companies to adopt a credible, individual and public commitment to phase out the use and release of all toxic chemicals from their global supply chain and products, by 1 January 2020. This company is yet to make a commitment despite pressure from Greenpeace.
[Source 2016][More on Habitats]",PVH Brands,Environment, minor criticism,146
"Sweatshops in Indonesia, Sri Lanka and the Philippines","This 2011 report by the International Textile Garment and Leather Workers' Federation (ITGLWF) examined working conditions in 83 factories in Indonesia, Sri Lanka and the Philippines. Investigations found that widespread violations and abuses of workers' rights continue to be the norm, such as underpaying workers, long hours, forced overtime, and repression of the freedom of association. This company's brands were found to be made in one or more of the 83 factories covered in the research. [Listed under Information due to age of report]
[Source 2011][More on Workers rights]",PVH Brands,Social, minor criticism,146
Zero discharge of hazardous chemicals ,"In 2011, a group of major apparel and footwear brands and retailers, including this company, made a shared commitment to help lead the industry towards zero discharge of hazardous chemicals by 2020. It includes specific commitments and timelines to realize this shared goal.
[Source 2017][More on Habitats]",PVH Brands,Environment, minor praise,146
Angora ban,"This company has taken angora items off the shelves and promised not to use angora again, following a PETA campaign launched in Dec 2013 which revealed the cruelty inflicted on angora rabbits in Chinese factory farms, where 90% of the world's angora is produced.
[Source 2017][More on Animal Rights]",PVH Brands,Animals, minor praise,146
Sustainable Apparel Coalition member,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",PVH Brands,Business Ethics, minor praise,146
Better Work Partner,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]",PVH Brands,Business Ethics, minor praise,146
C- grade at Free2Work.org,"C- rating at Free2Work.org, which rates companies on their efforts to address forced and child labour, using four main categories: policies, monitoring, transparency, and worker rights.
[Source 2015][More on Workers Rights]",PVH Brands,Social, information,146
SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2013][More on Workers Rights]",PVH Brands,Social, information,146
C+ grade at Behind the Barcode,"C+ grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",PVH Brands,Social, information,146
Tommy Hilfiger and Calvin Klein go fur-free,"Phillips-Van Heusen subsidiaries Calvin Klein and Tommy Hilfiger banned fur from their collections in 2008.
[Source 2008][More on Animal Rights]",PVH Brands,Animals, information,146
Responsible Shopper profile,"Green America's Responsible Shopper provides details about the corporate responsibility records of well-known companies. Follow the link to see this company's profile. [Last updated 2009]
[Source 2009]",PVH Brands,Information,,146
OpenSecrets.org profile,"OpenSecrets.org tracks the influence of money on U.S. politics, and how that money affects policy and citizens' lives. Follow link to see this company's record of political donations, lobbying, outside spending and more.
[Source 2014]",PVH Brands,Information,,146
Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. This company was one of only five to score over 50 points. 19 companies scored under 25 points, and two companies scored zero.
[Source 2014][More on Human Rights]",PVH,Social, Praise,147
Bangladesh Safety Accord signatory,"This company has signed the 'Accord on Fire and Building Safety in Bangladesh', a program endorsed by Bangladeshi and international unions and labor rights organizations. The ground-breaking program includes independent safety inspections with public reports, mandatory factory building renovations, the obligation by brands and retailers to underwrite the cost of repairs, and a vital role for workers and their unions  all in a legally-binding, enforceable agreement.
[Source 2014][More on Workers Rights]",PVH,Social, lesser praise ,147
FLA Accredited,"When joining the Fair Labor Association (FLA) this company committed to promoting and complying with international labor standards throughout their supply chain. The FLA does not accredit the company itself; rather, they accredit the company's labor compliance program. Being granted accreditation implies that their workplace standards program is substantially in compliance with the FLA Code.
[Source 2016][More on Workers Rights]",PVH,Social, lesser praise ,147
Uzbek cotton commitment,"This company has signed the Cotton Pledge with the Responsible Sourcing Network, signifying a public commitment to not use Uzbekistani cotton. (Uzbekistan is the world's fifth largest exporter of cotton and has for decades been criticised for using the forced labour of its schoolchildren to harvest that cotton by hand under appalling conditions. This practice is organised and controlled by the central government).
[Source 2016][More on Human Rights]",PVH,Social, lesser praise ,147
57/100 in KnowTheChain Benchmark,"In 2016 KnowTheChain benchmarked 60 large global companies in the ICT, Food & Beverage, and Apparel & Footwear sectors on their efforts to address forced labour and human trafficking in their supply chains. This company received a score of 57/100.
[Source 2016][More on Workers Rights]",PVH,Social, lesser praise ,147
58/100 in Fashion Transparency Index,"The 2016 Fashion Transparency Index looks at how much brands know about their supply chains, what kind of policies they have in place and importantly, how much information they share with the public about their practices and products. This company scored 58%, signifying it is doing a bit more than the others when it comes to having policies and commitments in place and auditing and reporting activities, but could be doing more.
[Source 2016][More on Sustainability Reporting]",PVH,Business Ethics, lesser praise ,147
Worker exploitation in India,"This 2012 report by two Dutch NGOs (SOMO and ICN) reveals how workers in the South Indian garment and textile industry continue to suffer exploitative working conditions while making garments for Western brands. While some recent improvements have been made, thousands of girls work under recruitment and employment schemes that amount to bonded labour. This company was shown to be sourcing from one or more of the four garment manufacturers investigated, and failed to respond to a review request.
[Source 2012][More on Workers Rights]",PVH,Social, Criticism,147
Sweatshops in Bangladesh,"This 2011 report reveals young women sewing US$26.95 toddler denim shorts for GAP earn just 20 to 28 cents an hour, working 12 to 14 hour shifts, with only one day off per month. J.C.Penney and Phillips-Van Heusen are other major labels sewn at the Hameen Factory in Bangladesh. Twenty-nine workers died in a fire in this factory in Dec 2010. Management gave just $2,083.33 in compensation to the families of the dead workers.
[Source 2011][More on Workers Rights]",PVH,Social, Criticism,147
38.0% in Newsweek Green Ranking 2017,"This company received a score of 38/100 in the Newsweek Green Ranking 2017, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2017][More on Sustainability Reporting]",PVH,Business Ethics, Criticism,147
Cotton sourcing (Rank a Brand),"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 1.75/19.5, making it one of the weaker performing companies.
[Source 2016][More on Human Rights]",PVH,Social, lesser criticism,147
Workers rights in India,"This 2016 investigative report by the India Committee of the Netherlands (ICN) reveals how migrant garment workers in Bangalore, South India endure appalling living conditions, low wages and restricted freedom of movement. This company pledged to take serious action after being named in the report as sourcing from Bangalore.
[Source 2016][More on Workers rights]",PVH,Social, lesser criticism,147
'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'D'.
[Source 2017][More on Sustainability Reporting]",PVH,Business Ethics, lesser criticism,147
No Detox commitment,"Greenpeace launched their Detox Campaign in 2011 to expose the direct links between global clothing brands, their suppliers and toxic water pollution around the world. As a result, many companies have joined Greenpeace's Detox Program, which requires companies to adopt a credible, individual and public commitment to phase out the use and release of all toxic chemicals from their global supply chain and products, by 1 January 2020. This company is yet to make a commitment despite pressure from Greenpeace.
[Source 2016][More on Habitats]",PVH,Environment, minor criticism,147
"Sweatshops in Indonesia, Sri Lanka and the Philippines","This 2011 report by the International Textile Garment and Leather Workers' Federation (ITGLWF) examined working conditions in 83 factories in Indonesia, Sri Lanka and the Philippines. Investigations found that widespread violations and abuses of workers' rights continue to be the norm, such as underpaying workers, long hours, forced overtime, and repression of the freedom of association. This company's brands were found to be made in one or more of the 83 factories covered in the research. [Listed under Information due to age of report]
[Source 2011][More on Workers rights]",PVH,Social, minor criticism,147
Zero discharge of hazardous chemicals ,"In 2011, a group of major apparel and footwear brands and retailers, including this company, made a shared commitment to help lead the industry towards zero discharge of hazardous chemicals by 2020. It includes specific commitments and timelines to realize this shared goal.
[Source 2017][More on Habitats]",PVH,Environment, minor praise,147
Angora ban,"This company has taken angora items off the shelves and promised not to use angora again, following a PETA campaign launched in Dec 2013 which revealed the cruelty inflicted on angora rabbits in Chinese factory farms, where 90% of the world's angora is produced.
[Source 2017][More on Animal Rights]",PVH,Animals, minor praise,147
Sustainable Apparel Coalition member,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",PVH,Business Ethics, minor praise,147
Better Work Partner,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]",PVH,Business Ethics, minor praise,147
C- grade at Free2Work.org,"C- rating at Free2Work.org, which rates companies on their efforts to address forced and child labour, using four main categories: policies, monitoring, transparency, and worker rights.
[Source 2015][More on Workers Rights]",PVH,Social, information,147
SB 657 disclosure statement,"The California Transparency in Supply Chains Act of 2010 (SB 657) requires companies operating in California to disclose their efforts to eradicate slavery and human trafficking from their direct supply chains. KnowTheChain.org has examined this company's disclosure statement and concluded that it addresses the majority of SB 657 requirements. Follow the link to see this company's disclosure statement.
[Source 2013][More on Workers Rights]",PVH,Social, information,147
C+ grade at Behind the Barcode,"C+ grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",PVH,Social, information,147
Tommy Hilfiger and Calvin Klein go fur-free,"Phillips-Van Heusen subsidiaries Calvin Klein and Tommy Hilfiger banned fur from their collections in 2008.
[Source 2008][More on Animal Rights]",PVH,Animals, information,147
Responsible Shopper profile,"Green America's Responsible Shopper provides details about the corporate responsibility records of well-known companies. Follow the link to see this company's profile. [Last updated 2009]
[Source 2009]",PVH,Information,,147
OpenSecrets.org profile,"OpenSecrets.org tracks the influence of money on U.S. politics, and how that money affects policy and citizens' lives. Follow link to see this company's record of political donations, lobbying, outside spending and more.
[Source 2014]",PVH,Information,,147
ethical clothing australia accreditation,"Accredited and licensed to display the 'Ethical Clothing Australia' Trade Mark on their Australian-made garments, which ensures Australian workers receive fair wages and decent conditions.
[Source 2017][More on Workers Rights]",R M Williams,Social, Praise,148
B+ grade at Behind the Barcode,"B+ grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",R M Williams,Social, lesser praise ,148
Half owned by LVMH which has criticisms,"This company is half owned by luxury goods giant LVMH, which has criticisms.
[More on Governance]",R M Williams,Business Ethics, lesser criticism,148
Fined over worker injury,"In 2016 this company was fined $90,000 over serious burns to a worker after admitting to its second breach of workplace safety laws in eight years.
[Source 2016][More on Workers Rights]",R M Williams,Social, minor criticism,148
Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one green mark, and no red marks, indicating good performance in one or more of these areas.
[Source 2013][More on Human Rights]",R M Williams,Social, lesser praise ,148
Irresponsible fabric sourcing,"In 2015 the Rainforest Action Network (RAN) released a report documenting the results of decades of irresponsible fabric sourcing including land grabbing, forest destruction and human rights abuse to forest-dependent communities caused by deforestation from tree-based fabric production companies. This company was one of the ""Fashion Fifteen"" implicated in the report for irresponsibly sourcing tree-based fabrics such as rayon and viscose.
[Source 2015][More on Forests]",R M Williams,Environment, Criticism,148
Cotton sourcing (Rank a Brand),"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 0.75/19.5, making it one of the weakest performing companies.
[Source 2016][More on Human Rights]",R M Williams,Social, Criticism,148
Use of fur,"LVMH subsidiary Donna Karan continues to use fur in her designs, despite previous promises to stop doing so.
[Source 2015][More on Animal Rights]",R M Williams,Animals, Criticism,148
Animal Testing,"A number of this company's fragrance and cosmetics brands appear on PETA's (People for the Ethical Treatment of Animals, USA) 'Companies That Do Test On Animals' list, signifying that they manufacture products that are tested on animals at some stage of development.
[Source 2018][More on Animal Testing]",R M Williams,Animals, Criticism,148
19/100 in Fashion Transparency Index,"The 2016 Fashion Transparency Index looks at how much brands know about their supply chains, what kind of policies they have in place and importantly, how much information they share with the public about their practices and products. This company scored 19%, signifying it has little to no information about their supply chain practices available to the public.
[Source 2016][More on Sustainability Reporting]",R M Williams,Business Ethics, Criticism,148
'E' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Several brands owned by this company received an 'E'.
[Source 2017][More on Sustainability Reporting]",R M Williams,Business Ethics, Criticism,148
Commitment to zero deforestation 2/5,"The Forest 500 identifies, ranks, and tracks the governments, companies and financial institutions worldwide that together could virtually eradicate tropical deforestation. Rankings are based on their public policies and commitments and potential impacts on tropical forests in the context of forest risk commodities (palm oil, soya, beef, leather, timber, and pulp and paper). This company received a score of 2/5.
[Source 2016][More on Forests]",R M Williams,Environment, lesser criticism,148
Microbeads scorecard,"In 2016 Greenpeace East Asia ranked the world's 30 biggest personal care companies on their commitment to eliminating microbeads from their personal care products.  The scorecard was based on four main criteria: commitment & transparency, definition, deadline and global application. This company ranked towards the bottom of the scorecard. Microbeads are not retained by wastewater treatment and end up in the ocean where they are a threat to the marine environment.
[Source 2016][More on Oceans]",R M Williams,Environment, lesser criticism,148
Greenwashing,"Brands owned by this company are on RankaBrand's Greenwashing Alert list. These are companies that report in some way on sustainability, but the information they provide is either of marginal or no relevance and is not explicit about sustainability performance.
[Source 2014][More on Irresponsible Marketing]",R M Williams,Social, lesser criticism,148
Tax avoidance,"This company scores Ethical Consumer's worst rating for the likely use of tax avoidance strategies, and has at least two high risk subsidiaries in tax havens.
[Source 2016][More on Finance]",R M Williams,Business Ethics, lesser criticism,148
Price fixing in France,"In Jan 2012 a Paris appeals court upheld a 40 million euro fine imposed in 2006 by the French competition watchdog, which said the companies involved had reached illicit agreements on price fixing, enforced by procedures to monitor prices in outlets and backed up by commercial threats for non-compliance. Thirteen leading perfume and luxury goods companies were fined.
[Source 2012][More on Governance]",R M Williams,Business Ethics, lesser criticism,148
No Detox commitment,"Greenpeace launched their Detox Campaign in 2011 to expose the direct links between global clothing brands, their suppliers and toxic water pollution around the world. As a result, many companies have joined Greenpeace's Detox Program, which requires companies to adopt a credible, individual and public commitment to phase out the use and release of all toxic chemicals from their global supply chain and products, by 1 January 2020. This company is yet to make a commitment despite pressure from Greenpeace.
[Source 2016][More on Habitats]",R M Williams,Environment, minor criticism,148
Efforts to pay a living wage,"This company declined to respond to a survey by the Clean Clothes Campaign for their 2014 report, 'Tailored Wage', which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]",R M Williams,Social, minor criticism,148
Skin Deep hazard score (2-10),"Skin Deep is an online safety guide to cosmetics and personal care products and their potential hazards and health concerns, with over 69,000 products rated from 1 (low hazard) to 10 (high hazard).
[Source 2016][More on Product Safety]",R M Williams,Social, minor criticism,148
Trust Mark approved brands,"This company owns brands which have been awarded Positive Luxury's Trust Mark. To be accredited brands are assessed in the following areas: philanthropy, environmental, social, innovation, community and governance.
[Source 2015][More on Eco-Certification]",R M Williams,Environment, minor praise,148
Leather Working Group member,"This company is a member of the Leather Working Group, a multi-stakeholder group who's objective is to develop and maintain a protocol that assesses the compliance and environmental performance of tanners and promotes sustainable and appropriate environmental business practices within the leather industry.
[Source 2016][More on Multi-Stakeholder Initiatives]",R M Williams,Business Ethics, minor praise,148
Guidance member,"This company is a member of Guidance, a pre-competitive global initiative, convened by Quantis, which aims to provide a methodological guide with credible references that companies can use to account for the climate change impacts of their efforts on sustainable forests and agriculture in an accurate and credible manner.
[Source 2016][More on Multi-Stakeholder Initiatives]",R M Williams,Business Ethics, minor praise,148
Responsible Jewellery Council member,"This company's Louis Vuitton Malletier and Tag Heuer subsidiaries are certified members of the Responsible Jewellery Council (RJC).  Certification under the RJC system demonstrates that the Member's business practices conform to RJC's Code of Practices for business ethics, human rights, social and environmental performance.
[Source 2013][More on Multi-Stakeholder Initiatives]",R M Williams,Business Ethics, minor praise,148
59.0% in Newsweek Green Ranking 2017,"This company received a score of 59/100 in the Newsweek Green Ranking 2017, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2017][More on Sustainability Reporting]",R M Williams,Business Ethics, information,148
'C+' grade  in WWF Deeper Luxury report,"In 2007 WWF-UK analysed and ranked the 10 largest publicly-traded luxury brand-owners on their environmental, social and governance (ESG) performance. (Listed under information due to age of report)
[Source 2007][More on Governance]",R M Williams,Business Ethics, information,148
Irresponsible fabric sourcing,"In 2015 the Rainforest Action Network (RAN) released a report documenting the results of decades of irresponsible fabric sourcing including land grabbing, forest destruction and human rights abuse to forest-dependent communities caused by deforestation from tree-based fabric production companies. This company was one of the ""Fashion Fifteen"" implicated in the report for irresponsibly sourcing tree-based fabrics such as rayon and viscose.
[Source 2015][More on Forests]",Ralph Lauren,Environment, Criticism,149
Supply chain practices in China,"This company received a score of 2.5/100 (retrieved 14-Feb-2018) in the Corporate Information Transparency Index (CITI), a system for evaluating supply chain practices in China, particularly in regards to environmental management and water pollution. Scores are calculated using government compliance data, online monitoring data, and third-party environmental audits, as well as trends in the environmental performance of factories in the company's supply chains.
[Source 2018][More on Habitats]",Ralph Lauren,Environment, Criticism,149
Worker exploitation in India,"This 2012 report by two Dutch NGOs (SOMO and ICN) reveals how workers in the South Indian garment and textile industry continue to suffer exploitative working conditions while making garments for Western brands. While some recent improvements have been made, thousands of girls work under recruitment and employment schemes that amount to bonded labour. This company was shown to be sourcing from one or more of the four garment manufacturers investigated, and failed to respond to a review request.
[Source 2012][More on Workers Rights]",Ralph Lauren,Social, Criticism,149
Cotton sourcing (Rank a Brand),"In 2016 Rank a Brand assessed 37 major cotton-using companies on their commitment and performance with regard to sustainable cotton by looking at each company's cotton sourcing policies, use of sustainable cotton, and traceability. This company scored 0/19.5, making it one of the worst performing companies.
[Source 2016][More on Human Rights]",Ralph Lauren,Social, Criticism,149
6.2% in Newsweek Green Ranking 2017,"This company received a score of 6.2/100 in the Newsweek Green Ranking 2017, which ranks the world's largest publicly traded companies on eight indicators covering energy, greenhouse gases, water, waste, fines and penalties, linking executive pay to sustainability targets, board-level committee oversight of environmental issues and third-party audits. Ranking methodology by Corporate Knights and HIP Investor.
[Source 2017][More on Sustainability Reporting]",Ralph Lauren,Business Ethics, Criticism,149
'E' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received an 'E', the lowest possible score.
[Source 2017][More on Sustainability Reporting]",Ralph Lauren,Business Ethics, Criticism,149
Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one red mark, indicating poor performance in one or more of these areas.
[Source 2013][More on Human Rights]",Ralph Lauren,Social, lesser criticism,149
